city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5,0.92,1,0,2,0,1,6,2,5,4,38.0,0.0
48,0.91,1,0,2,0,5,22,0,5,1,32.0,0.0
64,0.624,1,0,2,0,5,15,8,5,0,74.0,1.0
5,0.92,1,1,0,1,4,18,8,5,5,69.0,0.0
15,0.743,1,0,2,2,2,2,2,5,2,52.0,1.0
99,0.884,1,0,2,0,5,22,7,5,4,29.0,0.0
64,0.624,1,0,2,2,5,1,1,5,0,32.0,1.0
40,0.735,1,1,2,2,5,19,4,4,1,43.0,0.0
5,0.92,1,0,2,0,2,16,8,5,0,42.0,1.0
64,0.624,1,0,2,0,5,14,0,5,0,156.0,1.0
49,0.92,1,0,2,2,5,22,1,5,2,102.0,0.0
5,0.92,1,1,2,1,4,14,8,5,0,33.0,0.0
101,0.754,1,0,2,0,5,18,8,5,1,13.0,0.0
49,0.92,1,0,2,0,2,22,8,5,4,50.0,0.0
82,0.89,0,1,2,3,5,22,7,4,3,87.0,0.0
5,0.92,0,0,2,2,5,22,8,5,4,82.0,1.0
31,0.836,1,0,2,2,5,22,4,5,1,7.0,0.0
99,0.884,1,0,2,2,5,14,7,5,0,56.0,0.0
120,0.925,1,1,0,2,5,6,8,5,1,96.0,0.0
13,0.926,1,1,0,0,5,15,8,5,3,24.0,1.0
83,0.762,1,0,2,0,5,2,4,5,0,33.0,0.0
64,0.624,1,1,0,0,5,12,8,5,5,150.0,1.0
64,0.624,1,0,2,0,5,3,3,5,5,85.0,1.0
13,0.926,1,0,2,2,5,22,2,5,4,78.0,0.0
95,0.855,1,0,2,0,5,16,8,5,0,86.0,0.0
70,0.939,1,0,2,0,5,8,0,5,0,29.0,0.0
48,0.91,1,1,2,0,5,3,0,5,4,100.0,0.0
48,0.91,1,0,2,0,5,22,8,5,0,24.0,0.0
74,0.893,1,1,0,2,5,2,2,4,1,37.0,0.0
49,0.92,1,0,2,0,5,6,6,5,3,79.0,0.0
24,0.527,1,0,2,0,5,17,4,5,3,185.5,1.0
5,0.92,1,0,2,0,5,2,8,5,0,51.0,1.0
49,0.92,1,0,2,0,3,6,8,5,0,23.0,0.0
5,0.92,1,0,2,2,5,2,0,1,0,20.0,0.0
64,0.624,1,0,2,0,5,17,5,5,5,81.0,1.0
5,0.92,1,0,2,2,5,22,6,5,4,36.0,0.0
64,0.624,1,0,2,0,5,6,1,5,4,28.0,0.0
48,0.91,1,0,2,0,5,9,2,4,0,85.0,0.0
82,0.89,1,0,2,1,4,4,5,5,4,185.5,0.0
5,0.92,1,0,2,0,5,3,4,1,0,46.0,0.0
64,0.624,1,0,2,0,5,15,7,5,0,32.0,1.0
51,0.903,1,0,2,2,5,22,2,5,0,61.0,0.0
13,0.926,1,1,2,3,5,13,2,4,1,24.0,0.0
46,0.766,1,0,2,0,5,17,4,5,1,59.0,0.0
49,0.92,1,0,2,0,5,5,5,5,1,19.0,0.0
49,0.92,1,0,2,2,5,22,3,2,4,88.0,0.0
103,0.939,1,0,2,0,5,3,1,5,4,67.0,0.0
64,0.624,1,1,0,0,5,1,5,5,0,2.0,1.0
77,0.776,1,0,1,0,5,16,4,5,2,98.0,0.0
95,0.855,1,1,2,1,4,12,8,5,5,34.0,0.0
49,0.92,0,1,0,0,5,20,8,5,0,12.0,0.0
49,0.92,1,0,2,0,5,13,8,5,2,70.0,1.0
5,0.92,1,0,2,0,5,22,1,5,4,74.0,0.0
64,0.624,1,1,0,0,5,14,1,5,0,50.0,1.0
103,0.939,1,1,1,0,5,14,5,5,5,40.0,0.0
64,0.624,1,1,0,0,5,15,0,5,0,156.0,1.0
5,0.92,0,0,2,0,5,4,2,5,0,46.0,0.0
42,0.698,1,0,2,2,5,15,4,2,0,65.0,0.0
13,0.926,1,0,2,1,4,18,0,5,4,96.0,0.0
7,0.794,1,0,1,1,4,14,4,1,0,133.0,0.0
5,0.92,1,0,2,0,2,12,4,1,1,53.0,0.0
61,0.682,1,0,2,0,5,15,5,5,5,12.0,0.0
48,0.91,1,0,2,0,5,4,1,5,3,89.0,0.0
64,0.624,1,1,0,0,5,12,8,5,5,40.0,0.0
5,0.92,1,0,2,0,5,6,4,5,3,66.0,0.0
5,0.92,1,0,2,0,2,22,8,5,4,23.0,0.0
61,0.682,1,0,2,0,5,1,3,5,0,114.0,0.0
33,0.698,1,1,2,0,5,15,7,5,0,48.0,0.0
5,0.92,1,0,2,0,5,22,2,5,0,42.0,0.0
91,0.913,1,1,0,0,5,16,8,5,3,32.0,0.0
64,0.624,1,0,2,0,5,2,3,5,0,9.0,1.0
48,0.91,1,1,2,0,5,22,8,5,2,52.0,0.0
30,0.897,1,0,2,2,5,21,3,5,4,14.0,0.0
99,0.884,0,0,2,0,5,18,0,2,0,39.0,0.0
50,0.767,1,1,0,0,5,21,8,5,5,2.0,0.0
121,0.949,1,0,2,2,5,20,1,5,1,29.0,0.0
64,0.624,1,0,2,0,5,21,4,1,0,36.0,1.0
95,0.855,1,0,2,2,5,6,8,5,0,134.0,0.0
49,0.92,1,0,2,0,5,15,4,5,3,48.0,0.0
30,0.897,1,1,0,0,5,15,8,5,5,80.0,1.0
48,0.91,1,1,2,0,5,12,7,5,0,25.0,0.0
5,0.92,1,0,1,0,5,18,3,4,1,30.0,0.0
51,0.903,1,0,2,2,5,7,6,5,0,64.0,0.0
36,0.727,1,0,2,0,4,22,8,5,4,106.0,0.0
5,0.92,1,1,0,0,1,14,3,5,1,41.0,0.0
64,0.624,1,0,0,0,5,15,4,5,0,28.0,1.0
64,0.624,1,0,0,0,5,8,1,5,1,35.0,0.0
4,0.804,1,0,2,0,4,4,4,5,4,18.0,0.0
13,0.926,1,0,2,2,5,19,4,0,0,5.0,0.0
103,0.939,1,1,2,0,5,19,6,5,4,56.0,0.0
77,0.776,1,0,2,0,5,15,0,5,0,61.0,0.0
3,0.558,1,1,2,1,4,19,8,5,0,94.0,1.0
13,0.926,1,0,0,1,4,17,4,5,1,13.0,0.0
48,0.91,1,0,1,2,5,22,4,5,4,35.0,0.0
5,0.92,1,1,0,0,5,15,8,5,0,75.0,1.0
5,0.92,1,0,2,0,4,22,8,5,4,150.0,1.0
91,0.913,1,0,2,2,5,3,4,5,0,67.0,0.0
2,0.887,1,1,2,1,4,22,3,5,4,33.0,0.0
48,0.91,1,1,2,0,5,10,6,5,1,99.0,0.0
42,0.698,1,1,2,1,4,12,8,5,5,64.0,0.0
82,0.89,1,1,0,0,5,19,8,5,1,28.0,0.0
13,0.926,0,0,2,2,5,22,5,5,4,108.0,1.0
5,0.92,1,0,2,2,5,2,3,5,0,20.0,0.0
5,0.92,0,0,2,0,5,2,0,1,0,144.0,0.0
30,0.897,0,0,2,2,5,22,1,5,4,10.0,0.0
24,0.527,1,1,0,1,4,15,8,5,5,160.0,1.0
13,0.926,1,0,2,0,5,22,7,5,4,185.5,0.0
13,0.926,1,0,2,2,5,22,2,5,0,95.0,0.0
64,0.624,0,0,2,2,5,21,1,5,5,185.5,1.0
122,0.915,1,0,0,0,5,16,3,4,0,26.0,0.0
49,0.92,0,1,0,1,4,12,8,5,5,86.0,0.0
5,0.92,1,1,2,2,5,22,8,5,4,47.0,1.0
101,0.754,1,0,2,2,5,22,1,4,3,28.0,0.0
64,0.624,1,0,0,2,5,9,3,5,0,129.0,1.0
5,0.92,1,0,2,0,5,7,8,5,0,69.0,0.0
103,0.939,1,1,2,1,4,21,8,5,5,11.0,0.0
101,0.754,1,0,2,0,5,4,4,1,3,40.0,0.0
48,0.91,1,0,2,2,2,15,0,5,3,72.0,1.0
99,0.884,0,0,2,0,5,16,0,1,0,94.0,0.0
5,0.92,0,1,2,0,5,22,4,5,0,102.0,0.0
49,0.92,1,1,2,2,5,19,4,5,3,57.0,0.0
82,0.89,1,0,0,0,5,12,7,0,0,21.0,0.0
5,0.92,1,0,2,0,5,4,1,5,0,75.0,1.0
48,0.91,1,0,2,0,5,6,8,5,0,45.0,0.0
5,0.92,0,1,2,0,1,14,1,5,1,127.0,0.0
13,0.926,1,0,2,3,5,11,8,5,2,162.0,0.0
64,0.624,1,0,0,0,5,17,0,5,5,118.0,0.0
121,0.949,1,1,0,0,5,1,2,5,5,3.0,1.0
30,0.897,1,0,2,2,5,18,1,5,1,80.0,0.0
49,0.92,0,0,2,0,5,20,8,5,1,55.0,1.0
14,0.789,1,1,2,0,5,16,8,5,5,139.0,1.0
99,0.884,1,0,2,0,5,7,7,5,0,80.0,0.0
85,0.896,1,0,2,0,5,20,4,5,4,29.0,1.0
5,0.92,0,1,2,2,5,22,4,3,4,162.0,1.0
15,0.743,0,0,0,0,5,14,2,5,0,44.0,0.0
94,0.802,1,0,2,0,5,22,4,5,0,11.0,0.0
77,0.776,1,1,0,0,5,18,8,5,5,1.0,0.0
48,0.91,0,0,2,0,5,15,3,3,0,47.0,0.0
101,0.754,1,0,2,2,5,2,3,5,0,10.0,0.0
64,0.624,1,0,2,0,5,20,5,5,4,43.0,0.0
5,0.92,1,1,2,2,5,10,3,5,4,43.0,1.0
5,0.92,1,0,2,2,5,22,1,1,0,185.5,0.0
64,0.624,1,0,2,0,5,2,4,5,0,90.0,0.0
101,0.754,1,0,2,1,4,3,8,5,0,18.0,0.0
5,0.92,2,0,2,0,5,17,4,5,0,24.0,0.0
5,0.92,1,0,2,0,2,2,4,5,0,90.0,0.0
48,0.91,1,0,2,0,5,7,2,5,4,60.0,0.0
64,0.624,1,0,2,0,5,15,5,5,5,84.0,1.0
114,0.925,1,0,2,2,5,11,7,5,4,6.0,0.0
102,0.579,1,0,0,0,5,1,7,5,0,101.0,0.0
48,0.91,1,1,0,0,5,16,8,5,5,32.0,0.0
5,0.92,1,0,2,0,5,22,8,5,0,24.0,1.0
93,0.666,1,0,2,0,5,6,4,5,3,31.0,0.0
48,0.91,1,0,2,0,5,16,1,5,0,101.0,0.0
70,0.939,1,0,2,2,5,20,3,5,1,54.0,0.0
5,0.92,2,0,2,0,5,17,4,1,0,14.0,0.0
30,0.897,1,1,2,0,4,16,8,5,5,12.0,0.0
4,0.804,0,0,2,2,5,20,0,5,0,185.5,0.0
78,0.827,1,0,1,0,5,14,3,5,1,8.0,1.0
49,0.92,1,0,2,0,5,8,8,5,0,7.0,0.0
65,0.899,1,0,2,0,5,20,4,5,4,7.0,0.0
55,0.878,1,0,1,1,4,16,7,5,0,50.0,0.0
11,0.55,1,0,2,0,5,2,4,5,0,158.0,0.0
101,0.754,1,1,1,1,4,14,8,5,0,60.0,1.0
49,0.92,1,0,2,0,5,7,8,5,0,110.0,0.0
13,0.926,1,0,2,0,5,5,7,5,0,17.0,0.0
5,0.92,1,0,1,0,5,9,6,5,4,15.0,0.0
49,0.92,1,0,2,0,5,22,6,5,4,108.0,0.0
64,0.624,1,0,2,0,5,20,1,5,0,44.0,0.0
30,0.897,1,0,2,2,5,18,1,4,1,22.0,0.0
5,0.92,1,0,2,0,5,7,3,5,4,22.0,0.0
5,0.92,1,0,2,0,5,14,2,5,0,21.0,0.0
64,0.624,1,0,2,0,5,17,1,5,0,80.0,1.0
5,0.92,0,0,2,0,5,19,1,5,0,52.0,0.0
13,0.926,0,0,2,0,5,7,4,5,5,9.0,0.0
5,0.92,1,1,2,2,5,21,8,5,2,59.0,1.0
77,0.776,1,0,0,0,5,22,2,5,3,132.0,0.0
1,0.895,1,0,1,2,5,8,5,5,4,45.0,0.0
30,0.897,1,0,0,0,5,0,0,2,5,26.0,1.0
49,0.92,1,0,2,0,5,19,1,5,0,34.0,0.0
64,0.624,1,0,0,0,5,19,3,5,2,92.0,0.0
5,0.92,1,0,2,0,5,22,4,5,1,19.0,0.0
48,0.91,1,0,2,0,5,3,0,5,0,14.0,0.0
83,0.762,1,0,2,0,1,22,4,5,0,42.0,0.0
94,0.802,1,0,2,0,5,18,3,5,0,19.0,0.0
64,0.624,1,0,0,0,5,17,8,5,0,144.0,0.0
93,0.666,1,0,2,0,5,8,1,5,1,37.0,0.0
64,0.624,1,1,2,1,4,12,8,5,5,49.0,0.0
116,0.698,1,0,2,0,5,5,8,5,0,37.0,0.0
5,0.92,1,1,2,0,5,2,2,5,3,45.0,0.0
30,0.897,1,0,2,0,4,2,0,5,0,108.0,0.0
4,0.804,1,0,2,0,5,4,5,5,1,103.0,0.0
116,0.698,1,0,1,0,5,20,8,5,0,42.0,0.0
112,0.923,0,0,2,0,5,2,1,5,4,24.0,0.0
74,0.893,1,0,2,2,5,22,8,5,1,10.0,0.0
5,0.92,1,0,2,0,5,3,6,5,1,11.0,0.0
2,0.887,1,0,2,0,5,16,4,5,0,185.5,0.0
13,0.926,1,0,2,1,4,22,8,5,0,40.0,1.0
6,0.924,1,0,1,0,5,18,7,0,0,20.0,0.0
48,0.91,1,1,2,0,2,6,0,5,4,45.0,0.0
48,0.91,1,0,2,0,5,12,4,5,0,65.0,0.0
48,0.91,1,0,2,0,5,22,8,5,2,64.0,0.0
5,0.92,1,0,2,0,5,2,1,5,1,15.0,0.0
55,0.878,1,0,0,0,5,2,8,5,3,53.0,1.0
30,0.897,1,1,0,2,5,15,8,5,0,51.0,1.0
49,0.92,0,0,2,0,2,14,7,1,1,33.0,0.0
48,0.91,1,0,2,0,5,3,4,5,4,17.0,0.0
5,0.92,1,0,2,0,4,16,4,5,0,60.0,0.0
13,0.926,1,0,2,0,5,22,0,5,0,6.0,0.0
64,0.624,1,0,2,0,5,18,8,5,0,69.0,1.0
21,0.738,1,1,0,1,4,1,8,5,5,42.0,1.0
30,0.897,1,0,2,3,5,3,3,5,5,59.0,0.0
2,0.887,1,0,2,0,5,20,8,5,1,6.0,1.0
106,0.579,1,1,0,0,5,21,8,5,5,6.0,1.0
64,0.624,1,1,2,1,4,15,8,5,5,21.0,1.0
103,0.939,1,1,2,0,4,2,7,5,4,25.0,0.0
5,0.92,1,0,2,0,5,22,1,5,4,157.0,0.0
64,0.624,1,0,2,0,5,14,2,5,1,22.0,0.0
64,0.624,1,0,0,0,5,15,8,5,0,94.0,0.0
5,0.92,1,1,2,4,4,12,0,0,0,13.0,0.0
30,0.897,1,0,2,2,5,17,3,5,0,10.0,0.0
66,0.698,1,0,2,0,5,17,8,5,1,9.0,0.0
5,0.92,1,0,2,0,5,8,4,4,0,51.0,0.0
48,0.91,1,0,2,2,5,22,4,5,4,64.0,0.0
6,0.924,1,0,2,0,5,8,0,1,0,17.0,0.0
70,0.939,1,0,2,2,5,22,6,5,3,4.0,0.0
95,0.855,0,1,0,0,5,14,8,5,0,21.0,0.0
5,0.92,1,0,2,0,5,16,6,5,1,25.0,0.0
78,0.827,1,0,1,0,5,6,8,5,0,44.0,0.0
66,0.698,1,0,2,2,5,22,0,5,4,9.0,0.0
48,0.91,1,0,2,0,5,22,4,5,1,118.0,0.0
64,0.624,1,1,0,1,4,17,8,5,5,37.0,1.0
13,0.926,1,0,2,2,4,3,3,5,0,39.0,0.0
49,0.92,1,0,2,1,4,22,7,5,4,160.0,0.0
120,0.925,1,0,2,2,5,22,2,5,3,53.0,0.0
70,0.939,1,1,2,0,5,15,4,5,0,97.0,0.0
48,0.91,1,0,2,0,5,8,2,3,4,67.0,0.0
51,0.903,1,1,2,0,4,21,8,5,5,84.0,0.0
48,0.91,1,0,2,0,5,3,7,5,0,119.0,0.0
49,0.92,1,0,2,0,5,7,4,5,0,144.0,0.0
91,0.913,1,0,2,2,5,22,8,5,5,16.0,0.0
64,0.624,0,0,2,0,5,16,3,5,5,26.0,1.0
5,0.92,1,0,2,0,5,17,7,4,1,55.0,0.0
49,0.92,1,0,0,0,5,4,5,5,0,10.0,0.0
5,0.92,1,0,2,0,5,22,8,5,4,62.0,0.0
5,0.92,1,0,1,0,5,15,2,5,0,66.0,0.0
5,0.92,1,1,2,0,5,7,6,2,4,4.0,1.0
36,0.727,1,0,2,0,5,17,4,5,0,34.0,0.0
64,0.624,1,1,0,1,4,14,8,5,5,17.0,1.0
13,0.926,1,1,0,1,4,14,8,5,0,116.0,0.0
50,0.767,1,0,2,2,5,5,1,4,1,12.0,0.0
39,0.555,1,0,2,0,5,22,8,5,4,7.0,1.0
122,0.915,1,0,2,0,5,22,8,5,0,75.0,0.0
91,0.913,1,0,2,0,5,22,4,5,4,41.0,0.0
13,0.926,1,0,2,2,5,22,8,5,0,68.0,0.0
48,0.91,1,0,2,0,5,22,3,5,0,18.0,0.0
13,0.926,1,0,2,2,5,22,8,5,4,131.0,0.0
55,0.878,1,0,2,1,4,8,1,1,0,22.0,0.0
5,0.92,1,0,2,2,5,14,3,5,0,50.0,0.0
11,0.55,0,0,2,0,5,16,4,5,1,47.0,1.0
5,0.92,1,1,0,1,4,19,8,5,0,3.0,1.0
64,0.624,1,0,2,0,5,3,8,5,0,12.0,0.0
5,0.92,1,0,2,0,5,2,8,4,2,21.0,0.0
64,0.624,1,1,0,0,5,12,7,0,5,88.0,0.0
29,0.698,1,0,2,0,4,22,8,5,5,51.0,0.0
103,0.939,1,0,2,2,5,20,1,5,0,94.0,0.0
15,0.743,1,0,0,2,5,7,8,5,0,72.0,1.0
11,0.55,1,0,2,0,5,14,4,5,0,156.0,1.0
64,0.624,1,0,2,0,4,3,3,5,0,21.0,1.0
5,0.92,1,0,2,2,5,22,3,5,4,107.0,0.0
61,0.682,1,1,0,0,5,12,8,5,0,68.0,1.0
13,0.926,1,0,2,0,5,22,5,4,3,185.5,0.0
49,0.92,1,0,2,0,5,3,2,5,4,23.0,0.0
64,0.624,1,1,2,0,5,17,3,5,3,11.0,1.0
89,0.866,1,0,2,2,5,9,8,5,1,25.0,0.0
5,0.92,1,0,2,2,5,8,3,4,1,21.0,0.0
48,0.91,1,0,2,0,5,6,5,5,0,80.0,0.0
64,0.624,1,0,2,2,4,16,4,5,0,72.0,0.0
21,0.738,1,0,0,0,5,7,8,5,5,57.0,1.0
64,0.624,1,0,0,2,5,12,0,5,0,185.5,1.0
49,0.92,1,0,1,0,5,17,4,1,0,23.0,0.0
41,0.689,1,0,0,0,5,17,4,5,3,54.0,0.0
5,0.92,1,0,2,0,5,22,8,4,0,140.0,1.0
69,0.848,1,0,2,0,5,16,5,5,5,56.0,0.0
5,0.92,1,0,1,0,5,22,8,5,4,7.0,1.0
5,0.92,1,1,2,0,5,18,8,5,4,109.0,1.0
91,0.913,1,0,2,0,5,5,0,5,1,30.0,0.0
5,0.92,1,0,2,0,0,22,0,0,1,43.0,0.0
106,0.579,1,0,2,0,5,3,4,5,0,10.0,1.0
120,0.925,1,0,2,0,5,4,5,5,1,185.5,0.0
4,0.804,1,0,2,2,4,3,7,5,0,22.0,0.0
5,0.92,1,0,2,0,5,19,3,3,1,122.0,0.0
49,0.92,1,0,2,0,4,14,7,1,0,60.0,0.0
13,0.926,1,0,2,2,5,13,8,5,4,104.0,0.0
5,0.92,1,1,0,0,5,20,3,5,0,16.0,0.0
103,0.939,1,0,2,0,5,3,3,5,1,22.0,0.0
114,0.925,1,1,0,0,2,12,8,5,0,68.0,0.0
95,0.855,1,0,2,2,5,13,1,5,1,56.0,0.0
21,0.738,1,0,2,2,5,7,3,5,0,17.0,1.0
13,0.926,1,0,2,0,5,2,2,5,0,185.5,0.0
55,0.878,1,0,2,1,4,17,8,5,0,85.0,0.0
64,0.624,1,0,2,2,5,16,5,5,0,102.0,0.0
18,0.64,1,1,2,0,5,4,1,5,0,28.0,0.0
13,0.926,1,1,0,0,5,22,8,5,4,36.0,0.0
95,0.855,1,0,2,2,5,4,5,5,0,19.0,0.0
30,0.897,1,0,2,2,5,17,0,5,0,70.0,0.0
64,0.624,1,1,0,1,4,14,8,5,5,52.0,0.0
78,0.827,1,0,0,0,5,17,2,5,0,45.0,0.0
101,0.754,1,0,1,1,4,17,4,5,0,77.0,0.0
48,0.91,1,1,2,0,5,3,1,2,4,122.0,0.0
5,0.92,1,0,0,2,5,6,3,5,2,102.0,1.0
5,0.92,1,0,2,0,5,19,5,4,1,54.0,1.0
64,0.624,1,1,2,4,4,12,8,5,5,4.0,0.0
50,0.767,1,0,2,1,4,22,4,5,5,102.0,0.0
80,0.516,1,0,2,0,5,15,8,5,5,43.0,0.0
94,0.802,1,1,2,1,4,14,7,5,5,108.0,0.0
49,0.92,1,1,0,0,5,14,8,5,0,14.0,0.0
122,0.915,1,0,2,0,5,17,7,5,1,185.5,1.0
93,0.666,1,0,2,0,5,6,1,5,1,185.5,0.0
77,0.776,1,1,1,0,5,14,8,5,5,34.0,1.0
71,0.698,1,0,2,0,0,17,4,5,4,146.0,0.0
50,0.767,1,0,2,0,5,2,0,5,2,21.0,0.0
83,0.762,1,1,2,0,2,4,3,4,4,51.0,0.0
4,0.804,1,0,2,2,5,22,3,5,2,74.0,0.0
13,0.926,1,1,2,0,5,22,5,5,4,63.0,0.0
5,0.92,1,1,2,0,5,15,4,5,3,130.0,0.0
64,0.624,1,0,2,2,5,0,6,5,0,13.0,1.0
89,0.866,1,0,2,0,5,22,2,5,0,23.0,0.0
94,0.802,1,0,2,0,5,11,5,5,4,163.0,0.0
5,0.92,1,0,2,0,5,8,3,5,4,94.0,0.0
89,0.866,1,0,2,0,5,9,1,5,0,24.0,0.0
64,0.624,1,1,0,2,5,21,3,5,1,51.0,1.0
5,0.92,1,1,2,4,4,21,8,5,5,25.0,0.0
103,0.939,1,1,2,0,5,15,8,5,5,7.0,1.0
119,0.698,1,1,1,0,5,1,0,5,0,55.0,0.0
85,0.896,1,0,2,0,5,17,2,5,0,46.0,0.0
5,0.92,1,1,0,1,4,18,8,5,1,50.0,1.0
5,0.92,1,1,0,0,5,1,6,5,5,3.0,1.0
15,0.743,1,0,2,1,4,4,1,5,0,26.0,0.0
13,0.926,1,0,2,0,2,3,2,5,2,23.0,0.0
5,0.92,0,1,2,0,2,9,1,2,4,84.0,0.0
82,0.89,1,0,2,0,5,17,2,5,0,34.0,0.0
42,0.698,2,0,2,0,4,0,0,5,0,51.0,1.0
64,0.624,1,1,0,1,4,14,8,5,5,99.0,1.0
42,0.698,1,0,1,0,4,22,0,5,0,185.5,0.0
5,0.92,1,0,2,0,5,10,1,1,0,42.0,0.0
48,0.91,1,0,2,0,5,22,8,5,1,19.0,1.0
64,0.624,1,0,0,0,5,1,4,5,5,27.0,1.0
77,0.776,1,1,0,0,5,21,8,5,0,127.0,1.0
5,0.92,1,0,2,0,5,15,4,5,0,16.0,0.0
5,0.92,1,0,2,0,5,22,1,1,2,54.0,0.0
4,0.804,1,0,2,2,5,2,5,5,0,45.0,0.0
73,0.448,1,1,0,0,5,21,2,4,5,15.0,1.0
48,0.91,1,0,2,1,4,22,8,5,4,9.0,0.0
95,0.855,1,0,2,2,5,22,4,5,0,155.0,0.0
5,0.92,1,0,2,0,0,8,8,5,4,39.0,1.0
48,0.91,1,1,0,0,5,16,8,5,0,26.0,1.0
5,0.92,1,0,2,0,5,22,4,5,4,100.0,0.0
122,0.915,1,0,2,0,5,19,4,1,0,102.0,0.0
106,0.579,1,1,0,1,4,14,8,5,5,94.0,0.0
37,0.74,1,0,2,0,4,6,0,5,0,21.0,0.0
30,0.897,1,0,2,2,5,17,2,5,0,185.5,0.0
5,0.92,1,0,2,0,4,19,2,5,4,34.0,0.0
91,0.913,1,0,2,0,5,7,3,5,4,28.0,0.0
5,0.92,1,0,2,0,5,2,4,5,4,6.0,0.0
21,0.738,1,0,2,2,5,9,7,5,4,48.0,0.0
13,0.926,1,0,2,2,5,19,4,5,1,70.0,0.0
117,0.691,1,0,2,0,5,16,0,4,1,78.0,0.0
122,0.915,0,0,1,0,5,22,1,4,1,105.0,0.0
6,0.924,1,1,0,1,4,12,8,5,5,13.0,1.0
5,0.92,1,1,2,0,5,14,8,4,5,107.0,0.0
5,0.92,0,1,2,0,5,1,4,0,5,27.0,0.0
30,0.897,1,1,0,0,5,14,8,5,5,43.0,0.0
64,0.624,1,1,0,1,4,15,8,5,5,56.0,1.0
99,0.884,1,1,2,0,5,15,8,5,0,72.0,1.0
91,0.913,1,0,2,0,2,22,4,5,4,12.0,0.0
5,0.92,1,0,1,0,5,22,2,5,4,78.0,0.0
13,0.926,1,0,2,2,5,4,3,5,0,5.0,0.0
48,0.91,1,0,2,0,5,22,3,5,2,73.0,0.0
32,0.487,0,0,2,2,3,21,8,5,5,12.0,1.0
95,0.855,1,0,2,2,5,2,1,5,0,17.0,0.0
49,0.92,1,0,2,0,5,6,0,5,0,146.0,0.0
94,0.802,1,0,0,0,5,20,3,5,0,136.0,0.0
13,0.926,1,0,2,0,5,6,4,5,4,68.0,0.0
112,0.923,2,0,2,2,5,16,1,5,0,178.0,0.0
7,0.794,1,0,2,2,5,15,7,5,0,59.0,0.0
30,0.897,0,1,2,3,5,3,2,5,0,150.0,0.0
64,0.624,1,1,0,0,5,1,8,5,5,16.0,1.0
55,0.878,1,0,2,1,4,17,4,5,0,70.0,0.0
61,0.682,1,1,0,0,5,18,8,5,5,21.0,1.0
48,0.91,1,0,2,0,5,9,4,5,0,118.0,0.0
48,0.91,1,1,2,2,5,6,3,2,4,88.0,0.0
64,0.624,1,1,1,2,5,1,7,4,5,53.0,0.0
5,0.92,1,1,1,4,4,1,3,5,5,156.0,0.0
5,0.92,1,0,2,0,4,22,3,5,4,62.0,0.0
26,0.827,1,0,2,1,4,22,5,5,3,30.0,1.0
64,0.624,1,1,1,1,4,15,0,5,0,143.0,0.0
5,0.92,1,0,2,0,1,22,2,5,4,40.0,0.0
48,0.91,1,0,2,3,5,22,8,5,4,166.0,0.0
93,0.666,1,0,2,0,5,7,3,5,0,17.0,0.0
30,0.897,1,1,1,0,4,12,3,5,0,26.0,0.0
5,0.92,0,0,2,0,5,21,5,4,0,18.0,1.0
2,0.887,1,1,2,0,5,20,1,5,0,144.0,1.0
99,0.884,1,0,2,0,5,7,7,5,2,185.5,1.0
5,0.92,0,0,0,2,5,22,8,5,2,80.0,0.0
113,0.698,1,0,0,1,4,15,4,5,0,148.0,0.0
50,0.767,1,0,0,0,5,17,8,5,1,42.0,1.0
49,0.92,1,0,2,0,5,15,4,1,0,43.0,0.0
5,0.92,0,0,1,0,5,19,1,5,0,40.0,1.0
2,0.887,1,0,2,0,5,2,6,5,5,23.0,0.0
5,0.92,1,0,2,2,2,22,4,1,2,46.0,0.0
5,0.92,1,0,2,0,5,3,0,1,0,84.0,0.0
5,0.92,1,0,2,0,1,22,3,5,4,28.0,0.0
95,0.855,1,0,1,0,5,14,6,5,1,15.0,0.0
49,0.92,1,0,2,0,5,22,4,1,0,126.0,0.0
48,0.91,1,0,2,0,5,22,4,5,1,178.0,0.0
48,0.91,1,0,2,0,3,22,1,5,0,34.0,0.0
48,0.91,1,1,2,0,0,22,8,5,4,22.0,1.0
5,0.92,1,0,0,0,5,17,6,5,0,30.0,0.0
30,0.897,1,0,2,0,5,15,3,5,1,80.0,0.0
29,0.698,1,0,2,2,5,17,8,5,5,36.0,0.0
82,0.89,1,0,2,2,5,3,4,5,0,20.0,0.0
5,0.92,1,0,2,1,4,2,8,5,0,6.0,0.0
64,0.624,1,0,2,0,5,15,1,2,0,26.0,0.0
49,0.92,1,0,2,2,5,22,1,5,4,52.0,0.0
5,0.92,1,0,2,0,5,15,2,5,0,23.0,0.0
48,0.91,1,1,2,0,5,15,8,5,2,13.0,1.0
104,0.698,1,1,2,0,5,1,8,5,0,63.0,1.0
13,0.926,1,0,2,0,5,22,4,5,0,7.0,0.0
50,0.767,1,1,2,0,4,21,8,5,5,9.0,0.0
64,0.624,1,0,2,0,5,0,0,5,5,182.0,1.0
64,0.624,1,1,2,0,4,15,8,4,5,152.0,1.0
2,0.887,1,0,2,0,5,5,4,5,0,20.0,0.0
48,0.91,1,1,2,0,5,22,3,5,4,24.0,0.0
5,0.92,1,0,2,0,5,9,1,5,4,81.0,0.0
